Date_Sampled,Sample_No,System,Zone,Sample_Point,Result,Units
2018-09-26,5766709,Laanecoorie,Laanecoorie,090A04,0.2,NTU
2018-09-26,5766710,Laanecoorie,Dunolly,090B01,0.1,NTU
2018-11-01,5799128,Laanecoorie,Dunolly,090B02,0.1,NTU
2018-11-01,5799129,Laanecoorie,Tarnagulla,090C03,0.2,NTU
2018-11-21,5847944,Laanecoorie,Dunolly,090B04,0.2,NTU
2017-11-08,5385531,Laanecoorie,Bealiba,090D02,0.2,NTU
2018-12-19,5889872,Laanecoorie,Bealiba,090D07,0.2,NTU
2019-01-03,5923065,Laanecoorie,Dunolly,090B02,0.2,NTU
2017-11-08,5385529,Laanecoorie,Dunolly,090B04,0.2,NTU
2018-03-28,5596590,Laanecoorie,Bealiba,090D01,0.05,NTU
2018-09-19,5766480,Laanecoorie,Dunolly,090B04,0.3,NTU
2019-01-09,5923374,Laanecoorie,Bealiba,090D01,0.2,NTU
2019-01-09,5923373,Laanecoorie,Tarnagulla,090C03,0.2,NTU
2018-11-21,5847945,Laanecoorie,Tarnagulla,090C02,0.2,NTU
2017-10-25,5344514,Laanecoorie,Dunolly,090B06,0.1,NTU
2017-10-25,5344513,Laanecoorie,Laanecoorie,090A04,0.2,NTU
2017-10-25,5344524,Laanecoorie,Bealiba,090D01,0.05,NTU
2017-10-25,5344515,Laanecoorie,Tarnagulla,090C03,0.2,NTU
2018-06-20,5589252,Laanecoorie,Tarnagulla,090C01,0.2,NTU
2018-06-20,5589251,Laanecoorie,Dunolly,090B09,0.2,NTU
2018-09-12,5766193,Laanecoorie,Tarnagulla,090C01,0.3,NTU
2018-03-28,5596579,Laanecoorie,Dunolly,090B05,0.05,NTU
2018-12-05,5889175,Laanecoorie,Tarnagulla,090C03,0.1,NTU
2018-11-01,5799130,Laanecoorie,Bealiba,090D07,0.1,NTU
2018-05-16,5581418,Laanecoorie,Dunolly,090B04,0.2,NTU
2018-07-04,5690254,Laanecoorie,Tarnagulla,090C02,0.2,NTU
2018-07-04,5690255,Laanecoorie,Bealiba,090D08,0.1,NTU
2018-03-21,5585095,Laanecoorie,Bealiba,090D08,0.05,NTU
2018-05-23,5581626,Laanecoorie,Tarnagulla,090C03,0.1,NTU
2018-05-23,5581625,Laanecoorie,Dunolly,090B01,0.2,NTU
2018-08-01,5734509,Laanecoorie,Tarnagulla,090C01,0.2,NTU
2018-09-19,5766481,Laanecoorie,Tarnagulla,090C03,0.1,NTU
2018-11-28,5848193,Laanecoorie,Bealiba,090D08,0.1,NTU
2018-11-28,5848190,Laanecoorie,Laanecoorie,090A03,0.1,NTU
2018-11-28,5848192,Laanecoorie,Tarnagulla,090C01,0.2,NTU
2018-11-14,5847625,Laanecoorie,Tarnagulla,090C03,0.2,NTU
2018-10-24,5798883,Laanecoorie,Laanecoorie,090A03,0.2,NTU
2018-10-24,5798885,Laanecoorie,Tarnagulla,090C01,0.3,NTU
2019-01-09,5923372,Laanecoorie,Dunolly,090B08,0.2,NTU
2019-01-09,5923371,Laanecoorie,Laanecoorie,090A01,0.5,NTU
2018-12-05,5889173,Laanecoorie,Laanecoorie,090A01,0.6,NTU
2018-12-05,5889176,Laanecoorie,Bealiba,090D01,0.3,NTU
2018-12-05,5889174,Laanecoorie,Dunolly,090B05,0.1,NTU
2018-11-01,5799127,Laanecoorie,Laanecoorie,090A01,0.3,NTU
2018-11-07,5847265,Laanecoorie,Dunolly,090B08,0.1,NTU
2017-10-18,5344235,Laanecoorie,Laanecoorie,090A01,0.7,NTU
2017-10-18,5344238,Laanecoorie,Bealiba,090D08,0.05,NTU
2017-10-18,5344237,Laanecoorie,Tarnagulla,090C04,0.2,NTU
2017-10-18,5344236,Laanecoorie,Dunolly,090B02,0.1,NTU
2018-08-01,5734507,Laanecoorie,Laanecoorie,090A05,0.5,NTU
2018-08-01,5734508,Laanecoorie,Dunolly,090B05,0.1,NTU
2018-04-26,5580768,Laanecoorie,Tarnagulla,090C01,0.2,NTU
2018-08-01,5734517,Laanecoorie,Bealiba,090D03,0.3,NTU
2018-06-20,5589253,Laanecoorie,Bealiba,090D02,0.1,NTU
2018-06-20,5589250,Laanecoorie,Laanecoorie,090A05,0.3,NTU
2018-09-12,5766191,Laanecoorie,Laanecoorie,090A03,0.2,NTU
2018-11-28,5848191,Laanecoorie,Dunolly,090B01,0.1,NTU
2018-09-12,5766192,Laanecoorie,Dunolly,090B06,0.2,NTU
2018-09-05,5765905,Laanecoorie,Bealiba,090D03,0.1,NTU
2018-09-05,5765902,Laanecoorie,Laanecoorie,090A05,0.3,NTU
2018-09-26,5766711,Laanecoorie,Tarnagulla,090C02,0.2,NTU
2018-10-24,5798884,Laanecoorie,Dunolly,090B09,0.2,NTU
2018-12-19,5889869,Laanecoorie,Laanecoorie,090A05,0.1,NTU
2019-01-03,5923066,Laanecoorie,Tarnagulla,090C01,0.1,NTU
2018-12-19,5889871,Laanecoorie,Tarnagulla,090C02,0.1,NTU
2018-12-19,5889870,Laanecoorie,Dunolly,090B03,0.1,NTU
2019-01-03,5923084,Laanecoorie,Bealiba,090D08,0.05,NTU
2019-01-03,5923064,Laanecoorie,Laanecoorie,090A03,0.1,NTU
2018-09-19,5766482,Laanecoorie,Bealiba,090D01,0.2,NTU
2018-10-10,5798263,Laanecoorie,Laanecoorie,090A05,0.4,NTU
2018-09-19,5766479,Laanecoorie,Laanecoorie,090A01,0.3,NTU
2018-10-10,5798264,Laanecoorie,Dunolly,090B07,0.1,NTU
2018-10-10,5798275,Laanecoorie,Tarnagulla,090C04,0.1,NTU
2018-10-10,5798276,Laanecoorie,Bealiba,090D03,0.1,NTU
2018-08-22,5735205,Laanecoorie,Laanecoorie,090A04,0.2,NTU
2018-11-07,5847254,Laanecoorie,Laanecoorie,090A04,0.2,NTU
2018-11-07,5847266,Laanecoorie,Tarnagulla,090C04,0.2,NTU
2018-11-07,5847267,Laanecoorie,Bealiba,090D02,0.1,NTU
