"Date_Sampled","Sample_No","Subsite_Code","Zone","Result","Units"
2018-01-29,5459314,"086A07","Castlemaine",0.1,"NTU"
2018-08-01,5734495,"086J04","Taradale - Elphinstone",0.2,"NTU"
2018-08-13,5734796,"086C04","Fryerstown",0.2,"NTU"
2018-04-16,5580326,"086G08","Newstead",0.1,"NTU"
2018-07-09,5690397,"086C04","Fryerstown",0.2,"NTU"
2018-05-21,5581490,"086A15","Castlemaine",0.05,"NTU"
2018-05-21,5581493,"086F09","Maldon",0.2,"NTU"
2018-07-09,5690409,"086H08","Harcourt",0.2,"NTU"
2018-12-10,5889258,"086F08","Maldon",0.2,"NTU"
2018-12-10,5889260,"086H01","Harcourt",0.2,"NTU"
2018-12-10,5889259,"086G08","Newstead",0.1,"NTU"
2018-06-12,5582023,"086H02","Harcourt",0.1,"NTU"
2018-10-08,5798057,"086A08","Castlemaine",0.2,"NTU"
2018-07-16,5690667,"086D01","Guildford",0.2,"NTU"
2018-07-16,5690662,"086G01","Newstead",0.2,"NTU"
2018-10-01,5797834,"086G05","Newstead",0.1,"NTU"
2018-07-16,5690669,"086H09","Harcourt",0.1,"NTU"
2018-11-19,5847754,"086H09","Harcourt",0.2,"NTU"
2018-11-19,5847751,"086C01","Fryerstown",0.3,"NTU"
2018-10-15,5798361,"086H02","Harcourt",0.2,"NTU"
2018-12-03,5888997,"086F06","Maldon",0.2,"NTU"
2018-12-03,5888994,"086A03","Castlemaine",0.1,"NTU"
2018-12-03,5888999,"086H02","Harcourt",0.1,"NTU"
2018-12-05,5889135,"086J02","Taradale - Elphinstone",0.1,"NTU"
2018-12-03,5888996,"086D03","Guildford",0.1,"NTU"
2018-02-12,5459839,"086G08","Newstead",0.1,"NTU"
2018-02-12,5459826,"086C02","Fryerstown",0.1,"NTU"
2018-02-12,5459840,"086H01","Harcourt",0.3,"NTU"
2018-02-12,5459827,"086D03","Guildford",0.1,"NTU"
