Sample_No,Date_Sampled,Sample_Point,System,Zone,Measure,Result,Units
5690571,2018-07-10,090A05,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5690576,2018-07-10,095B02,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5690350,2018-07-05,095L02,Bendigo,Bendigo (Axedale),THMs,0.047,mg/L
5734711,2018-08-07,090C02,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5734723,2018-08-07,095B01,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5734609,2018-08-05,095D01,Bendigo,Epsom - Huntly,THMs,0.016,mg/L
5734735,2018-08-08,095A10,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5734754,2018-08-08,095H06,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5734594,2018-08-05,095D01,Bendigo,Epsom - Huntly,Turbidity,0.3,NTU
5734775,2018-08-08,095L02,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5690256,2018-07-03,095B07,Bendigo,Maiden Gully - Marong,Turbidity,0.2,NTU
5734772,2018-08-08,095C01,Bendigo,Strathfieldsaye,E Coli,0,Orgs/100mL
5734773,2018-08-08,095K03,Bendigo,Junortoun,E Coli,0,Orgs/100mL
5580000,2018-04-05,095H20,Bendigo,Bendigo (Southern),Turbidity,0.05,NTU
5734759,2018-08-08,095M05,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5606057,2018-04-03,095M05,Bendigo,Bendigo (Sebastian),Turbidity,0.05,NTU
5580298,2018-04-11,095K08,Bendigo,Junortoun,E Coli,0,Orgs/100mL
5580276,2018-04-11,095H03,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5580261,2018-04-11,095A02,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5690442,2018-07-08,095D04,Bendigo,Epsom - Huntly,THMs,0.012,mg/L
5734760,2018-08-08,095N05,Bendigo,Bendigo (Raywood),E Coli,0,Orgs/100mL
5734750,2018-08-08,095A18,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5766735,2018-09-26,095F02,Bendigo,Big Hill,Turbidity,0.2,NTU
5766735,2018-09-26,095F02,Bendigo,Big Hill,E Coli,0,Orgs/100mL
5766712,2018-09-25,090D07,Laanecoorie,Bealiba,Turbidity,0.2,NTU
5766749,2018-09-26,095M03,Bendigo,Bendigo (Sebastian),Turbidity,0.2,NTU
5766709,2018-09-25,090A04,Laanecoorie,Laanecoorie,Turbidity,0.2,NTU
5766733,2018-09-26,095A12,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5766710,2018-09-25,090B01,Laanecoorie,Dunolly,Turbidity,0.1,NTU
5766737,2018-09-26,095H07,Bendigo,Bendigo (Southern),Turbidity,0.3,NTU
5766757,2018-09-26,095C02,Bendigo,Strathfieldsaye,Turbidity,0.2,NTU
5766759,2018-09-26,095L05,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5766749,2018-09-26,095M03,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5766738,2018-09-26,095J04,Bendigo,Bendigo (Spring Gully),Turbidity,0.2,NTU
5766736,2018-09-26,095H04,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5690615,2018-07-11,095H12,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5693493,2018-07-10,090D01,Laanecoorie,Bealiba,THMs,0.043,mg/L
5690613,2018-07-11,095F01,Bendigo,Big Hill,E Coli,0,Orgs/100mL
5799128,2018-10-31,090B02,Laanecoorie,Dunolly,Turbidity,0.1,NTU
5799173,2018-11-01,095N02,Bendigo,Bendigo (Raywood),Turbidity,0.3,NTU
5282157,2017-09-10,095D10,Bendigo,Epsom - Huntly,THMs,0.007,mg/L
5344541,2017-10-25,095J01,Bendigo,Bendigo (Spring Gully),Turbidity,0.1,NTU
5580794,2018-04-26,095H14,Bendigo,Bendigo (Southern),Turbidity,0.1,NTU
5580799,2018-04-26,095N02,Bendigo,Bendigo (Raywood),Turbidity,0.1,NTU
5459869,2018-02-11,095D10,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5459787,2018-02-07,095F04,Bendigo,Big Hill,THMs,0.11,mg/L
5281350,2017-08-16,095F04,Bendigo,Big Hill,Turbidity,0.2,NTU
5281321,2017-08-15,095B07,Bendigo,Maiden Gully - Marong,Turbidity,0.2,NTU
5580528,2018-04-17,090B09,Laanecoorie,Dunolly,Turbidity,0.1,NTU
5580554,2018-04-18,095A03,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5580557,2018-04-18,095H08,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5580378,2018-04-16,095D07,Bendigo,Epsom - Huntly,THMs,0.008,mg/L
5580591,2018-04-18,095C04,Bendigo,Strathfieldsaye,Turbidity,0.05,NTU
5580557,2018-04-18,095H08,Bendigo,Bendigo (Southern),Turbidity,0.05,NTU
5281310,2017-08-15,090A04,Laanecoorie,Laanecoorie,Turbidity,0.3,NTU
5281374,2017-08-16,095C05,Bendigo,Strathfieldsaye,E Coli,0,Orgs/100mL
5460006,2018-02-13,090A03,Laanecoorie,Laanecoorie,Turbidity,0.2,NTU
5460008,2018-02-13,090C02,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5460011,2018-02-13,095B09,Bendigo,Maiden Gully - Marong,Turbidity,0.3,NTU
5459813,2018-02-07,095L02,Bendigo,Bendigo (Axedale),THMs,0.049,mg/L
5460033,2018-02-14,095H15,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5460009,2018-02-13,090D01,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5460007,2018-02-13,090B09,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5460007,2018-02-13,090B09,Laanecoorie,Dunolly,Turbidity,0.2,NTU
5460055,2018-02-14,095L01,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5460036,2018-02-14,095M02,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5459744,2018-02-06,090B03,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5459746,2018-02-06,090D08,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5459792,2018-02-07,095N04,Bendigo,Bendigo (Raywood),E Coli,0,Orgs/100mL
5459776,2018-02-07,095H13,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5460058,2018-02-14,095C04,Bendigo,Strathfieldsaye,E Coli,0,Orgs/100mL
5460030,2018-02-14,095A07,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5460031,2018-02-15,095F03,Bendigo,Big Hill,Turbidity,0.1,NTU
5460058,2018-02-14,095C04,Bendigo,Strathfieldsaye,Turbidity,0.05,NTU
5460300,2018-02-21,095N02,Bendigo,Bendigo (Raywood),THMs,0.18,mg/L
5559953,2018-02-27,090B06,Laanecoorie,Dunolly,Turbidity,0.05,NTU
5460298,2018-02-21,095J04,Bendigo,Bendigo (Spring Gully),THMs,0.081,mg/L
5460307,2018-02-21,095K06,Bendigo,Junortoun,E Coli,0,Orgs/100mL
5559954,2018-02-27,090D02,Laanecoorie,Bealiba,Turbidity,0.1,NTU
5460512,2018-02-28,095A13,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5460525,2018-02-28,095K07,Bendigo,Junortoun,E Coli,0,Orgs/100mL
5460524,2018-02-28,095C07,Bendigo,Strathfieldsaye,E Coli,0,Orgs/100mL
5460516,2018-02-28,095M05,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5460502,2018-02-27,090C04,Laanecoorie,Tarnagulla,THMs,0.096,mg/L
5460037,2018-02-14,095N03,Bendigo,Bendigo (Raywood),E Coli,0,Orgs/100mL
5460582,2018-03-04,095D01,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5566186,2018-02-28,095H11,Bendigo,Bendigo (Southern),Turbidity,0.05,NTU
5460035,2018-02-15,095H14,Bendigo,Bendigo (Southern),Turbidity,0.05,NTU
5460032,2018-02-15,095J14,Bendigo,Bendigo (Spring Gully),Turbidity,0.1,NTU
5460034,2018-02-15,095H16,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5460055,2018-02-14,095L01,Bendigo,Bendigo (Axedale),Turbidity,0.1,NTU
5460036,2018-02-14,095M02,Bendigo,Bendigo (Sebastian),Turbidity,0.05,NTU
5460032,2018-02-15,095J14,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5460038,2018-02-15,095J10,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5460037,2018-02-14,095N03,Bendigo,Bendigo (Raywood),Turbidity,0.05,NTU
5460035,2018-02-15,095H14,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5580527,2018-04-17,090A01,Laanecoorie,Laanecoorie,THMs,0.072,mg/L
5580565,2018-04-18,095J13,Bendigo,Bendigo (Spring Gully),THMs,0.006,mg/L
5580816,2018-04-26,095C05,Bendigo,Strathfieldsaye,Turbidity,0.2,NTU
5605794,2018-06-26,090D03,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5605795,2018-06-26,095B06,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5580279,2018-04-11,095J09,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5734734,2018-08-08,095A05,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5766239,2018-09-12,095H18,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5766222,2018-09-12,095A06,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5734757,2018-08-08,095J07,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5735246,2018-08-22,095J12,Bendigo,Bendigo (Spring Gully),THMs,0.01,mg/L
5735235,2018-08-22,095J12,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5605792,2018-06-26,090B02,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5735252,2018-08-23,095L05,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5579986,2018-04-04,095J03,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5579954,2018-04-04,090A02,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5580299,2018-04-11,095L03,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5580278,2018-04-11,095J08,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5766224,2018-09-12,095F03,Bendigo,Big Hill,E Coli,0,Orgs/100mL
5580528,2018-04-17,090B09,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5580530,2018-04-17,090D07,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5580518,2018-04-17,090A01,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5580579,2018-04-18,095K01,Bendigo,Junortoun,E Coli,0,Orgs/100mL
5580556,2018-04-18,095F03,Bendigo,Big Hill,E Coli,0,Orgs/100mL
5460713,2018-03-08,090C03,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5569047,2018-03-07,095M01,Bendigo,Bendigo (Sebastian),Turbidity,0.4,NTU
5594868,2018-06-20,095J08,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5594858,2018-06-20,095A23,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5589253,2018-06-19,090D02,Laanecoorie,Bealiba,Turbidity,0.1,NTU
5594881,2018-06-20,095C04,Bendigo,Strathfieldsaye,Turbidity,0.2,NTU
5580985,2018-05-02,095N04,Bendigo,Bendigo (Raywood),Turbidity,0.1,NTU
5690790,2018-07-17,090A04,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5690791,2018-07-17,090B04,Laanecoorie,Dunolly,Turbidity,0.1,NTU
5589265,2018-06-19,095B09,Bendigo,Maiden Gully - Marong,THMs,0.009,mg/L
5594869,2018-06-20,095M01,Bendigo,Bendigo (Sebastian),Turbidity,0.2,NTU
5460054,2018-02-14,095K01,Bendigo,Junortoun,E Coli,0,Orgs/100mL
5460029,2018-02-14,095A04,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5460054,2018-02-14,095K01,Bendigo,Junortoun,Turbidity,0.1,NTU
5589255,2018-06-19,095B09,Bendigo,Maiden Gully - Marong,Turbidity,0.2,NTU
5594857,2018-06-20,095A22,Bendigo,Bendigo (Northern),Turbidity,0.2,NTU
5589250,2018-06-19,090A05,Laanecoorie,Laanecoorie,Turbidity,0.3,NTU
5589263,2018-06-19,090C01,Laanecoorie,Tarnagulla,THMs,0.049,mg/L
5589251,2018-06-19,090B09,Laanecoorie,Dunolly,Turbidity,0.2,NTU
5594868,2018-06-20,095J08,Bendigo,Bendigo (Spring Gully),Turbidity,0.2,NTU
5594878,2018-06-20,095L04,Bendigo,Bendigo (Axedale),Turbidity,0.1,NTU
5594860,2018-06-20,095H03,Bendigo,Bendigo (Southern),Turbidity,0.3,NTU
5605835,2018-06-27,095C05,Bendigo,Strathfieldsaye,Turbidity,0.1,NTU
5605818,2018-06-27,095N04,Bendigo,Bendigo (Raywood),Turbidity,0.2,NTU
5605816,2018-06-27,095J09,Bendigo,Bendigo (Spring Gully),Turbidity,0.2,NTU
5594859,2018-06-20,095F02,Bendigo,Big Hill,Turbidity,0.3,NTU
5594882,2018-06-20,095M01,Bendigo,Bendigo (Sebastian),THMs,0.04,mg/L
5605794,2018-06-26,090D03,Laanecoorie,Bealiba,Turbidity,0.2,NTU
5690790,2018-07-17,090A04,Laanecoorie,Laanecoorie,Turbidity,0.1,NTU
5690861,2018-07-17,090D07,Laanecoorie,Bealiba,Turbidity,0.2,NTU
5589252,2018-06-19,090C01,Laanecoorie,Tarnagulla,Turbidity,0.2,NTU
5594933,2018-06-24,095D05,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5566188,2018-02-28,095M05,Bendigo,Bendigo (Sebastian),Turbidity,0.05,NTU
5566191,2018-02-28,095L04,Bendigo,Bendigo (Axedale),Turbidity,0.05,NTU
5594877,2018-06-20,095K01,Bendigo,Junortoun,Turbidity,0.3,NTU
5594870,2018-06-20,095N03,Bendigo,Bendigo (Raywood),Turbidity,0.3,NTU
5594883,2018-06-20,095N03,Bendigo,Bendigo (Raywood),THMs,0.049,mg/L
5472291,2018-03-14,090B04,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5472295,2018-03-14,095B03,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5472292,2018-03-14,090C01,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5734990,2018-08-14,090B03,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5690316,2018-07-04,095M05,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5734989,2018-08-14,090A01,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5690614,2018-07-11,095H11,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5735209,2018-08-22,095B09,Bendigo,Maiden Gully - Marong,Turbidity,0.2,NTU
5735233,2018-08-22,095H03,Bendigo,Bendigo (Southern),Turbidity,0.2,NTU
5735236,2018-08-22,095M03,Bendigo,Bendigo (Sebastian),Turbidity,0.1,NTU
5735339,2018-08-28,090B02,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5735338,2018-08-28,090A02,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5734757,2018-08-08,095J07,Bendigo,Bendigo (Spring Gully),Turbidity,0.3,NTU
5847719,2018-11-14,095L04,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5766322,2018-09-16,095D07,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5734775,2018-08-08,095L02,Bendigo,Bendigo (Axedale),Turbidity,0.2,NTU
5734751,2018-08-08,095F04,Bendigo,Big Hill,Turbidity,0.2,NTU
5734759,2018-08-08,095M05,Bendigo,Bendigo (Sebastian),Turbidity,210,NTU
5798263,2018-10-09,090A05,Laanecoorie,Laanecoorie,Turbidity,0.4,NTU
5798308,2018-10-10,095H06,Bendigo,Bendigo (Southern),Turbidity,0.2,NTU
5798264,2018-10-09,090B07,Laanecoorie,Dunolly,Turbidity,0.1,NTU
5798275,2018-10-09,090C04,Laanecoorie,Tarnagulla,Turbidity,0.1,NTU
5594933,2018-06-24,095D05,Bendigo,Epsom - Huntly,Turbidity,0.1,NTU
5737428,2018-08-29,095J03,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5737431,2018-08-29,095C05,Bendigo,Strathfieldsaye,Turbidity,0.2,NTU
5766029,2018-09-09,095D05,Bendigo,Epsom - Huntly,Turbidity,0.2,NTU
5766243,2018-09-12,095N05,Bendigo,Bendigo (Raywood),Turbidity,0.2,NTU
5766242,2018-09-12,095M05,Bendigo,Bendigo (Sebastian),Turbidity,0.3,NTU
5765927,2018-09-05,095A01,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5765958,2018-09-05,095L02,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5735245,2018-08-22,095H03,Bendigo,Bendigo (Southern),THMs,0.008,mg/L
5766263,2018-09-13,095L03,Bendigo,Bendigo (Axedale),Turbidity,0.2,NTU
5766254,2018-09-13,095K09,Bendigo,Junortoun,E Coli,0,Orgs/100mL
5766254,2018-09-13,095K09,Bendigo,Junortoun,Turbidity,0.2,NTU
5737423,2018-08-29,095A02,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5737426,2018-08-29,095H09,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5737426,2018-08-29,095H09,Bendigo,Bendigo (Southern),Turbidity,0.2,NTU
5735341,2018-08-28,090D02,Laanecoorie,Bealiba,Turbidity,0.1,NTU
5580281,2018-04-11,095N02,Bendigo,Bendigo (Raywood),E Coli,0,Orgs/100mL
5580275,2018-04-11,095F04,Bendigo,Big Hill,E Coli,0,Orgs/100mL
5580273,2018-04-11,095A17,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5580280,2018-04-11,095M01,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5766243,2018-09-12,095N05,Bendigo,Bendigo (Raywood),E Coli,0,Orgs/100mL
5766242,2018-09-12,095M05,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5766263,2018-09-13,095L03,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5766191,2018-09-11,090A03,Laanecoorie,Laanecoorie,Turbidity,0.2,NTU
5580277,2018-04-11,095H22,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5580274,2018-04-11,095A23,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5691252,2018-07-25,095C02,Bendigo,Strathfieldsaye,Turbidity,0.2,NTU
5691240,2018-07-25,095J15,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5766193,2018-09-11,090C01,Laanecoorie,Tarnagulla,Turbidity,0.3,NTU
5690617,2018-07-11,095J04,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5693491,2018-07-10,090A05,Laanecoorie,Laanecoorie,THMs,0.057,mg/L
5690641,2018-07-11,095K09,Bendigo,Junortoun,E Coli,0,Orgs/100mL
5690573,2018-07-10,090C01,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5690436,2018-07-08,095D04,Bendigo,Epsom - Huntly,Turbidity,0.2,NTU
5690573,2018-07-10,090C01,Laanecoorie,Tarnagulla,Turbidity,0.1,NTU
5690619,2018-07-11,095N01,Bendigo,Bendigo (Raywood),E Coli,0,Orgs/100mL
5766737,2018-09-26,095H07,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5766750,2018-09-26,095N02,Bendigo,Bendigo (Raywood),Turbidity,0.2,NTU
5766758,2018-09-26,095K05,Bendigo,Junortoun,Turbidity,0.2,NTU
5766505,2018-09-20,095A04,Bendigo,Bendigo (Northern),Turbidity,0.3,NTU
5766544,2018-09-19,095L01,Bendigo,Bendigo (Axedale),Turbidity,0.3,NTU
5766488,2018-09-18,090A01,Laanecoorie,Laanecoorie,THMs,0.068,mg/L
5766517,2018-09-20,095A04,Bendigo,Bendigo (Northern),THMs,0.012,mg/L
5766734,2018-09-26,095A13,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5766757,2018-09-26,095C02,Bendigo,Strathfieldsaye,E Coli,0,Orgs/100mL
5765948,2018-09-05,095N04,Bendigo,Bendigo (Raywood),E Coli,0,Orgs/100mL
5765929,2018-09-05,095F02,Bendigo,Big Hill,E Coli,0,Orgs/100mL
5765956,2018-09-05,095C07,Bendigo,Strathfieldsaye,Turbidity,0.2,NTU
5765946,2018-09-05,095J08,Bendigo,Bendigo (Spring Gully),Turbidity,0.3,NTU
5766029,2018-09-09,095D05,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5765958,2018-09-05,095L02,Bendigo,Bendigo (Axedale),Turbidity,0.1,NTU
5765903,2018-09-04,090B08,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5765914,2018-09-04,090D03,Laanecoorie,Bealiba,THMs,0.045,mg/L
5765944,2018-09-05,095H14,Bendigo,Bendigo (Southern),Turbidity,0.2,NTU
5798623,2018-10-17,095L03,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5798591,2018-10-17,095F03,Bendigo,Big Hill,E Coli,0,Orgs/100mL
5766192,2018-09-11,090B06,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5766194,2018-09-11,090D08,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5766038,2018-09-09,095D05,Bendigo,Epsom - Huntly,THMs,0.012,mg/L
5798595,2018-10-17,095M05,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5765916,2018-09-04,095B07,Bendigo,Maiden Gully - Marong,Turbidity,0.2,NTU
5798575,2018-10-16,095B04,Bendigo,Maiden Gully - Marong,THMs,0.009,mg/L
5798883,2018-10-23,090A03,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5766518,2018-09-20,095A08,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5735284,2018-08-26,095D02,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5735267,2018-08-23,095C04,Bendigo,Strathfieldsaye,THMs,0.01,mg/L
5766480,2018-09-18,090B04,Laanecoorie,Dunolly,Turbidity,0.3,NTU
5735205,2018-08-21,090A04,Laanecoorie,Laanecoorie,Turbidity,0.2,NTU
5734735,2018-08-08,095A10,Bendigo,Bendigo (Northern),Turbidity,0.3,NTU
5766536,2018-09-20,095N01,Bendigo,Bendigo (Raywood),THMs,0.056,mg/L
5798599,2018-10-17,095A19,Bendigo,Bendigo (Northern),THMs,0.009,mg/L
5798601,2018-10-17,095J01,Bendigo,Bendigo (Spring Gully),THMs,0.008,mg/L
5798884,2018-10-23,090B09,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5889178,2018-12-04,095B08,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5765947,2018-09-05,095M04,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5765905,2018-09-04,090D03,Laanecoorie,Bealiba,Turbidity,0.1,NTU
5798592,2018-10-17,095H20,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5889176,2018-12-04,090D01,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5889175,2018-12-04,090C03,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5847305,2018-11-07,095C07,Bendigo,Strathfieldsaye,Turbidity,0.1,NTU
5847623,2018-11-13,090A05,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5847698,2018-11-14,095H16,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5847703,2018-11-14,095N04,Bendigo,Bendigo (Raywood),E Coli,0,Orgs/100mL
5847693,2018-11-14,095A03,Bendigo,Bendigo (Northern),THMs,0.008,mg/L
5847725,2018-11-14,095K09,Bendigo,Junortoun,THMs,0.008,mg/L
5847633,2018-11-13,090B06,Laanecoorie,Dunolly,THMs,0.075,mg/L
5847702,2018-11-14,095M04,Bendigo,Bendigo (Sebastian),Turbidity,0.1,NTU
5847632,2018-11-13,090A05,Laanecoorie,Laanecoorie,THMs,0.073,mg/L
5605791,2018-06-26,090A01,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5691248,2018-07-25,095H19,Bendigo,Bendigo (Southern),THMs,0.011,mg/L
5691249,2018-07-25,095J15,Bendigo,Bendigo (Spring Gully),THMs,0.011,mg/L
5734518,2018-07-31,095B08,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5734539,2018-08-01,095N04,Bendigo,Bendigo (Raywood),Turbidity,0.2,NTU
5734517,2018-07-31,090D03,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5734518,2018-07-31,095B08,Bendigo,Maiden Gully - Marong,Turbidity,0.2,NTU
5734544,2018-08-01,095C03,Bendigo,Strathfieldsaye,E Coli,0,Orgs/100mL
5734529,2018-08-01,095H05,Bendigo,Bendigo (Southern),Turbidity,0.2,NTU
5734532,2018-08-01,095M04,Bendigo,Bendigo (Sebastian),Turbidity,0.2,NTU
5691175,2018-07-24,095B05,Bendigo,Maiden Gully - Marong,THMs,0.012,mg/L
5734453,2018-07-29,095D08,Bendigo,Epsom - Huntly,Turbidity,0.2,NTU
5734507,2018-07-31,090A05,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5734538,2018-08-01,095F01,Bendigo,Big Hill,THMs,0.011,mg/L
5734546,2018-08-01,095L03,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5734528,2018-08-01,095F01,Bendigo,Big Hill,E Coli,0,Orgs/100mL
5734508,2018-07-31,090B05,Laanecoorie,Dunolly,Turbidity,0.1,NTU
5734508,2018-07-31,090B05,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5734509,2018-07-31,090C01,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5690305,2018-07-04,095A06,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5690313,2018-07-04,095H18,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5734527,2018-08-01,095A16,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5734528,2018-08-01,095F01,Bendigo,Big Hill,Turbidity,0.2,NTU
5734509,2018-07-31,090C01,Laanecoorie,Tarnagulla,Turbidity,0.2,NTU
5735051,2018-08-15,095C06,Bendigo,Strathfieldsaye,E Coli,0,Orgs/100mL
5734594,2018-08-05,095D01,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5734539,2018-08-01,095N04,Bendigo,Bendigo (Raywood),E Coli,0,Orgs/100mL
5734507,2018-07-31,090A05,Laanecoorie,Laanecoorie,Turbidity,0.5,NTU
5734529,2018-08-01,095H05,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5734526,2018-08-01,095A09,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5734532,2018-08-01,095M04,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5734545,2018-08-01,095K02,Bendigo,Junortoun,E Coli,0,Orgs/100mL
5734531,2018-08-01,095J06,Bendigo,Bendigo (Spring Gully),Turbidity,0.2,NTU
5734531,2018-08-01,095J06,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5734544,2018-08-01,095C03,Bendigo,Strathfieldsaye,Turbidity,0.2,NTU
5734530,2018-08-01,095H10,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5690611,2018-07-11,095A04,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
